GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro,gen_storage_energy_to_power_ratio,gen_can_suspend,gen_ccs_capture_efficiency,gen_ccs_energy_load
Shanxi-Battery_Storage-11185,new.11185,Battery_Storage,Storage,Shanxi,30.0,False,False,False,True,True,.,0.0,3968.771448181194,0.0055,0.02,.,.,False,0.767,0.0,False,6.0,1.0,.,.
Shanxi-Central_PV-510,new.510,Central_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,137800.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV-511,new.511,Central_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,137800.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV-512,new.512,Central_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,137800.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV-513,new.513,Central_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,137800.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV-514,new.514,Central_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,137800.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV_EP-ep-50006,existing.50006,Central_PV_EP,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,15.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV_EP-ep-50045,existing.50045,Central_PV_EP,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,20.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV_EP-ep-50075,existing.50075,Central_PV_EP,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,409.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV_EP-ep-50104,existing.50104,Central_PV_EP,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,689.9,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV_EP-ep-50135,existing.50135,Central_PV_EP,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1834.4,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Central_PV_EP-ep-50165,existing.50165,Central_PV_EP,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,2935.5,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Coal_1000_DRY-11369,new.11369,Coal_1000_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.3,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_DRY-11385,new.11385,Coal_1000_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.3,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_DRY-11401,new.11401,Coal_1000_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.3,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_DRY-11417,new.11417,Coal_1000_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.3,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_DRY-11433,new.11433,Coal_1000_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.3,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_RC-11359,new.11359,Coal_1000_RC,Coal,Shanxi,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_RC-11375,new.11375,Coal_1000_RC,Coal,Shanxi,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_RC-11391,new.11391,Coal_1000_RC,Coal,Shanxi,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_RC-11407,new.11407,Coal_1000_RC,Coal,Shanxi,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_1000_RC-11423,new.11423,Coal_1000_RC,Coal,Shanxi,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-296,existing.296,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,220.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-297,existing.297,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,220.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-302,existing.302,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-303,existing.303,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-308,existing.308,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-309,existing.309,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-310,existing.310,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-311,existing.311,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-312,existing.312,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-315,existing.315,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-316,existing.316,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-317,existing.317,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,150.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-318,existing.318,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,150.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-319,existing.319,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-320,existing.320,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-321,existing.321,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-322,existing.322,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-323,existing.323,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-324,existing.324,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-325,existing.325,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-326,existing.326,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-327,existing.327,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-328,existing.328,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-329,existing.329,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-330,existing.330,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-331,existing.331,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-332,existing.332,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-333,existing.333,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-334,existing.334,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-335,existing.335,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-336,existing.336,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-337,existing.337,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-338,existing.338,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-339,existing.339,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_DRY-ep-348,existing.348,Coal_100_DRY,Coal,Shanxi,30.0,False,True,False,False,False,9.45,3.9687714481811938,0.0,0.52,0.05,100.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_OT-ep-298,existing.298,Coal_100_OT,Coal,Shanxi,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,210.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_OT-ep-299,existing.299,Coal_100_OT,Coal,Shanxi,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,210.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_OT-ep-300,existing.300,Coal_100_OT,Coal,Shanxi,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,210.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_OT-ep-301,existing.301,Coal_100_OT,Coal,Shanxi,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,210.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-304,existing.304,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-305,existing.305,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-306,existing.306,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-307,existing.307,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-313,existing.313,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-314,existing.314,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,200.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-344,existing.344,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,100.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-345,existing.345,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,100.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-346,existing.346,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,100.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_100_RC-ep-347,existing.347,Coal_100_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,100.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_DRY-11373,new.11373,Coal_300_DRY,Coal,Shanxi,35.0,False,True,False,False,False,9.37,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_DRY-11389,new.11389,Coal_300_DRY,Coal,Shanxi,35.0,False,True,False,False,False,9.37,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_DRY-11405,new.11405,Coal_300_DRY,Coal,Shanxi,35.0,False,True,False,False,False,9.37,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_DRY-11421,new.11421,Coal_300_DRY,Coal,Shanxi,35.0,False,True,False,False,False,9.37,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_DRY-11437,new.11437,Coal_300_DRY,Coal,Shanxi,35.0,False,True,False,False,False,9.37,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_RC-11363,new.11363,Coal_300_RC,Coal,Shanxi,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_RC-11379,new.11379,Coal_300_RC,Coal,Shanxi,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_RC-11395,new.11395,Coal_300_RC,Coal,Shanxi,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_RC-11411,new.11411,Coal_300_RC,Coal,Shanxi,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_300_RC-11427,new.11427,Coal_300_RC,Coal,Shanxi,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_DRY-11371,new.11371,Coal_600_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.94,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_DRY-11387,new.11387,Coal_600_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.94,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_DRY-11403,new.11403,Coal_600_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.94,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_DRY-11419,new.11419,Coal_600_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.94,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_DRY-11435,new.11435,Coal_600_DRY,Coal,Shanxi,40.0,False,True,False,False,False,8.94,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_RC-11361,new.11361,Coal_600_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_RC-11377,new.11377,Coal_600_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_RC-11393,new.11393,Coal_600_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_RC-11409,new.11409,Coal_600_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_600_RC-11425,new.11425,Coal_600_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_IGCC_RC-11365,new.11365,Coal_IGCC_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_IGCC_RC-11381,new.11381,Coal_IGCC_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_IGCC_RC-11397,new.11397,Coal_IGCC_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_IGCC_RC-11413,new.11413,Coal_IGCC_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_IGCC_RC-11429,new.11429,Coal_IGCC_RC,Coal,Shanxi,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_DRY-ep-225,existing.225,Coal_Small_DRY,Coal,Shanxi,30.0,False,True,False,False,False,10.06,3.9687714481811938,0.0,0.52,0.05,400.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_DRY-ep-295,existing.295,Coal_Small_DRY,Coal,Shanxi,30.0,False,True,False,False,False,10.06,3.9687714481811938,0.0,0.52,0.05,250.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_DRY-ep-342,existing.342,Coal_Small_DRY,Coal,Shanxi,30.0,False,True,False,False,False,10.06,3.9687714481811938,0.0,0.52,0.05,120.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_DRY-ep-343,existing.343,Coal_Small_DRY,Coal,Shanxi,30.0,False,True,False,False,False,10.06,3.9687714481811938,0.0,0.52,0.05,110.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_RC-ep-184,existing.184,Coal_Small_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,709.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_RC-ep-189,existing.189,Coal_Small_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,632.9,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_RC-ep-224,existing.224,Coal_Small_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,487.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_RC-ep-349,existing.349,Coal_Small_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,97.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Coal_Small_RC-ep-350,existing.350,Coal_Small_RC,Coal,Shanxi,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,81.0,.,False,.,0.4,False,.,1.0,.,.
Shanxi-Commercial_PV-110,new.110,Commercial_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,380.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Commercial_PV-111,new.111,Commercial_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,380.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Commercial_PV-112,new.112,Commercial_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,380.0,.,False,.,0.0,False,.,1.0,.,.
Shanxi-Commercial_PV-113,new.113,Commercial_PV,Solar,Shanxi,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,380.0,.,False,.,0.0,False,.,1.0,.,.
